Customer ID,Customer Name,Customer Balance,Invoice Total,Invoice applied amount,Invoice exchange rate,Payment Total,Payment applied amount,Payment exchange rate,Credit Total,Credit applied amount,Credit exchange rate,Adjustment Total,Adjustment applied amount,Adjustment exchange rate
CUST-0560,Customer 0560,-143.79,2517.12,2182.78,0.8124,2057.28,1447.78,0.8597,459.46,410.47,1.1498,1011.81,852.82,1.0372
CUST-0561,Customer 0561,661.87,512.17,511.57,1.0471,2844.28,2816.25,1.1718,905.02,827.22,0.9219,1012.53,340.47,1.1395
CUST-0562,Customer 0562,-1252.26,1293.97,793.87,1.0713,2015.73,489.07,0.9455,705.47,206.81,0.8975,210.26,109.04,1.0175
CUST-0563,Customer 0563,-1916.66,4233.58,3766.95,1.0987,3618.03,992.2,0.8405,236.25,28.42,1.1468,86.01,69.62,0.9766
CUST-0564,Customer 0564,-109.91,3224.18,2929.52,1.0066,737.78,600.2,0.8699,1888.62,830.99,0.8988,938.04,180.14,0.8758
CUST-0565,Customer 0565,-3405.22,3280.83,2596.62,1.0416,3893.39,624.49,1.1731,876.36,259.2,0.9662,979.84,616.3,0.8614
CUST-0566,Customer 0566,1067.89,3384.0,1559.79,0.9584,3248.76,2146.08,0.8988,1380.66,1220.32,0.9472,835.06,359.6,0.9728
CUST-0567,Customer 0567,995.54,3838.22,311.49,0.8165,3442.93,2599.5,1.0649,1150.54,42.15,1.1592,368.64,64.3,0.9824
CUST-0568,Customer 0568,-1422.74,384.73,6.08,0.84,1931.63,71.78,0.8625,1003.43,636.05,0.9821,1216.15,1011.16,1.0933
CUST-0569,Customer 0569,-308.35,1896.38,904.95,1.062,3348.81,1854.44,0.8776,1233.16,1117.47,1.0777,113.53,36.86,0.9768
CUST-0570,Customer 0570,1080.7,2743.68,1356.24,1.1982,1227.1,706.66,1.1517,1796.68,1754.76,1.1176,948.47,886.28,1.0373
CUST-0571,Customer 0571,-1409.95,1758.44,716.32,0.8063,3047.79,924.83,0.8592,1398.62,909.29,1.0512,180.62,102.76,1.133
CUST-0572,Customer 0572,2323.91,4237.95,2407.86,1.023,561.8,492.33,0.8075,1064.96,1011.63,1.1775,981.67,505.08,1.1973
CUST-0573,Customer 0573,-815.65,2464.61,1360.87,1.1004,1228.21,199.89,1.0005,1290.37,97.63,1.121,626.59,265.24,0.929
CUST-0574,Customer 0574,-580.5,3866.28,3234.58,1.1307,1782.93,649.33,1.1451,1212.79,435.73,0.9601,1077.15,431.58,1.1608
CUST-0575,Customer 0575,2700.3,4274.88,464.5,1.0181,1289.28,1094.17,0.9304,866.24,7.55,1.1803,78.29,64.04,1.1224
CUST-0576,Customer 0576,1221.45,2573.48,579.49,1.048,1548.07,295.13,0.8513,1249.53,1226.02,1.0098,832.62,564.1,0.8272
CUST-0577,Customer 0577,294.57,4556.81,3613.57,1.0787,3280.42,2694.45,1.1929,887.14,800.84,0.809,217.32,168.14,0.9337
CUST-0578,Customer 0578,-1299.72,2976.91,2523.93,1.1436,1026.7,81.18,1.0707,1515.23,42.51,0.904,1023.57,431.01,0.8876
CUST-0579,Customer 0579,-3571.26,4266.34,4244.26,0.8489,2981.12,1458.45,1.1403,1937.82,35.14,1.0487,179.93,47.04,1.0658
CUST-0580,Customer 0580,-982.41,1768.89,1544.09,1.1705,294.85,22.21,1.1009,1919.73,704.48,0.8627,110.37,9.59,1.0221
CUST-0581,Customer 0581,-1857.37,2544.2,2264.08,0.8104,3062.96,2076.39,1.0793,1641.47,424.38,1.0336,1069.68,830.77,0.9979
CUST-0582,Customer 0582,1358.13,2703.91,849.97,1.1345,3168.09,2504.7,0.9538,1203.52,1019.3,0.9446,95.3,39.58,1.1054
CUST-0583,Customer 0583,-1040.16,614.4,246.78,0.8307,1606.8,1365.55,0.9297,1498.66,240.51,1.0138,336.8,171.51,0.9333
CUST-0584,Customer 0584,1826.25,2052.91,550.35,0.8779,2889.91,2835.76,1.0868,356.1,281.55,0.8007,1237.1,580.62,0.9531
CUST-0585,Customer 0585,451.05,4594.95,2785.92,0.8016,3660.55,2459.95,1.0867,958.04,531.19,1.1394,1214.53,523.63,1.1463
CUST-0586,Customer 0586,-503.18,3191.08,2995.8,0.9781,3202.85,2463.19,1.1802,514.61,194.21,0.9448,1281.19,876.21,1.1889
CUST-0587,Customer 0587,61.47,969.78,334.23,0.9337,1561.79,789.89,1.0275,6.99,1.02,0.8561,489.15,297.76,1.1105
CUST-0588,Customer 0588,535.82,1760.39,980.54,0.8664,1936.85,1767.83,0.9178,1933.48,1929.02,0.9752,792.07,769.93,0.8868
CUST-0589,Customer 0589,-201.4,1038.85,307.81,0.9804,3117.43,2006.87,0.9958,1727.7,1067.69,0.9945,1160.02,161.13,0.8451
CUST-0590,Customer 0590,-495.91,221.63,37.63,0.9609,1170.38,1034.09,1.0455,1027.4,451.42,1.055,205.48,117.85,0.8837
CUST-0591,Customer 0591,2415.58,4644.56,906.55,1.1071,3215.53,757.1,0.9707,508.3,188.64,1.0098,1086.59,68.72,0.9691
CUST-0592,Customer 0592,1684.4,2296.22,133.06,1.1573,1312.28,651.86,1.1165,1385.95,1255.29,0.8174,146.23,118.14,0.8947
CUST-0593,Customer 0593,-382.72,1606.92,1525.44,1.061,3223.96,2352.91,1.0338,869.6,714.11,1.1486,1369.88,844.27,1.1604
CUST-0594,Customer 0594,1601.98,3032.54,1221.75,0.8498,347.2,70.38,0.8038,1606.7,1303.33,0.9826,955.97,409.52,1.0683
CUST-0595,Customer 0595,-619.23,135.84,113.31,0.9182,177.59,37.53,1.0279,1999.04,1231.81,0.8308,739.96,593.62,0.9667
CUST-0596,Customer 0596,724.36,1462.31,996.31,1.1653,3990.7,3903.08,1.0534,698.17,619.94,1.1091,727.09,330.83,0.9095
CUST-0597,Customer 0597,-64.05,3544.86,680.33,0.8355,3477.83,1511.5,1.1661,488.81,146.29,1.0641,272.04,61.97,0.9523
CUST-0598,Customer 0598,-142.05,3205.47,562.44,0.9627,3531.39,642.06,0.9655,534.76,376.31,1.0598,518.88,245.17,0.9904
CUST-0599,Customer 0599,-540.8,4910.85,3987.55,1.177,3805.12,1261.26,1.0298,186.69,75.51,0.9708,1090.69,77.26,1.0855
CUST-0600,Customer 0600,1444.18,3139.75,831.13,1.1803,1753.27,696.71,0.99,788.09,472.85,0.9642,811.42,728.54,0.8357
CUST-0601,Customer 0601,9.46,2439.78,2228.21,0.9645,1147.34,714.89,1.0127,34.85,34.79,1.0145,793.96,580.35,1.1395
CUST-0602,Customer 0602,3538.92,3831.02,536.56,1.067,520.1,480.06,0.8269,228.79,225.25,0.8202,292.87,222.67,0.851
CUST-0603,Customer 0603,1276.48,4526.31,3067.52,0.9827,2004.84,1977.96,1.1589,543.39,278.55,0.9196,1035.54,905.57,0.905
CUST-0604,Customer 0604,369.05,3631.41,2957.69,1.1014,880.19,573.62,1.1642,319.73,183.48,1.1952,588.05,465.48,1.1974
CUST-0605,Customer 0605,1826.96,4819.73,1133.87,0.8126,3742.2,2619.25,1.0192,1464.32,1313.97,1.0649,274.13,118.38,0.8761
CUST-0606,Customer 0606,3475.55,3931.83,1086.0,0.8577,16.01,5.15,1.0226,211.21,208.18,0.9676,1415.68,167.95,0.8405
CUST-0607,Customer 0607,255.87,4347.33,4193.08,1.0457,572.79,490.97,0.823,1731.99,1348.54,0.8889,760.2,283.83,1.0554
CUST-0608,Customer 0608,-772.53,659.11,174.4,0.893,985.9,214.73,1.0392,442.23,28.83,1.0981,792.05,739.84,0.9573
CUST-0609,Customer 0609,1481.07,3688.83,1586.04,1.0664,795.83,84.66,0.9717,217.18,70.07,0.9041,1472.06,1397.12,0.8367
CUST-0610,Customer 0610,1278.58,2256.43,975.94,0.9405,903.11,878.96,1.0836,20.21,18.12,0.8649,549.61,422.03,0.8015
CUST-0611,Customer 0611,2782.34,2810.21,711.08,1.1547,2624.19,2267.66,0.8188,1430.41,1099.06,0.8618,1414.53,289.17,0.8317
CUST-0612,Customer 0612,549.33,3305.1,2564.07,1.1277,1310.05,397.79,1.0844,513.23,380.94,1.0917,1042.39,202.69,1.0091
CUST-0613,Customer 0613,116.95,4852.09,3745.08,0.9971,2460.1,1660.99,0.9148,1019.0,680.61,1.0571,949.64,835.47,0.8924
CUST-0614,Customer 0614,1609.73,4924.43,1863.0,1.1092,3561.03,1663.07,1.0607,223.23,92.7,0.8279,351.63,49.9,1.111
CUST-0615,Customer 0615,-2445.91,1512.32,1262.98,0.9085,2410.23,778.81,1.0509,1970.59,794.62,0.846,77.63,45.35,1.143
CUST-0616,Customer 0616,1436.25,3695.39,787.39,0.9977,2778.13,796.7,0.8907,250.77,202.86,1.0535,656.68,248.39,0.8579
CUST-0617,Customer 0617,1482.41,3774.92,16.25,0.879,1462.01,198.87,0.9762,823.85,242.03,1.0284,15.26,4.61,0.9348
CUST-0618,Customer 0618,8.38,1797.82,1026.86,1.1444,638.95,350.99,1.1343,1703.3,1166.47,1.0744,106.5,72.14,0.8586
CUST-0619,Customer 0619,-818.66,706.96,702.77,1.1292,1282.34,572.69,1.0422,489.77,355.68,0.8712,892.99,856.89,0.9147
CUST-0620,Customer 0620,-1095.54,300.64,11.62,1.1609,3857.13,1975.57,0.8275,533.94,450.94,1.0906,1086.71,845.06,0.8957
CUST-0621,Customer 0621,509.06,3908.98,813.06,1.151,2487.25,535.65,0.9772,1617.0,517.26,1.1744,251.92,122.47,1.1147
CUST-0622,Customer 0622,1790.24,2499.53,1297.04,1.1838,1110.04,1041.9,0.9247,546.68,405.58,1.0404,1098.75,484.23,0.9382
CUST-0623,Customer 0623,272.97,4929.15,3992.32,0.8913,1803.66,1151.8,1.0567,5.74,0.61,0.8785,1424.59,1293.05,0.9982
CUST-0624,Customer 0624,1902.27,2378.37,211.77,1.1727,3342.05,3006.51,1.0458,855.83,118.16,1.0718,1114.76,644.45,1.0696
CUST-0625,Customer 0625,1782.59,4891.79,1933.4,1.0285,2673.77,292.17,0.8042,25.07,10.46,0.9372,1177.07,584.58,1.1289
CUST-0626,Customer 0626,-1465.76,2116.72,1581.35,0.969,2242.61,1396.81,1.0431,1819.58,100.49,0.8197,1051.07,717.71,0.9205
CUST-0627,Customer 0627,2149.73,3989.04,1482.1,1.0241,3540.65,3007.65,1.0939,1283.63,1216.49,0.9209,337.11,79.95,0.8837
CUST-0628,Customer 0628,-1130.34,515.61,97.37,0.937,2689.76,890.1,1.1075,1166.03,1051.64,1.1622,541.33,34.5,1.1914
CUST-0629,Customer 0629,195.5,2821.76,551.64,0.9154,2570.92,501.7,0.8236,403.18,19.73,0.9645,1423.9,1217.59,0.9281
CUST-0630,Customer 0630,1774.18,4030.09,1652.53,0.8965,759.07,201.17,0.9215,1399.89,1173.54,1.1459,991.82,602.29,1.0684
CUST-0631,Customer 0631,2099.69,4631.04,2220.2,0.833,425.55,116.15,0.9685,1354.51,689.28,1.0035,1183.54,195.14,1.0711
CUST-0632,Customer 0632,-301.36,4130.66,3559.86,0.9986,3860.57,1726.44,0.8719,120.93,84.89,1.0068,1453.04,433.08,1.0056
CUST-0633,Customer 0633,-1603.91,281.16,180.58,1.1551,2395.43,780.82,0.9683,1761.69,1562.5,0.8021,347.16,343.67,0.8914
CUST-0634,Customer 0634,-742.41,1926.24,1329.88,1.0521,1662.73,451.06,0.8285,1158.83,668.62,1.0548,482.53,306.13,0.8566
CUST-0635,Customer 0635,-1590.33,338.62,332.86,1.0084,2356.08,1527.95,0.8453,1584.93,184.37,0.8431,967.2,615.25,0.9948
CUST-0636,Customer 0636,-372.84,635.48,261.72,0.9714,247.25,13.11,1.0675,525.83,1.36,0.9915,36.54,2.64,1.0044
CUST-0637,Customer 0637,-196.77,3409.0,1375.04,0.9858,3288.51,1119.29,0.905,244.1,121.3,0.9041,856.83,830.26,1.1093
CUST-0638,Customer 0638,24.65,3594.97,3319.4,0.8837,866.58,597.73,1.0846,1404.9,1333.58,0.957,1213.03,1082.97,1.0839
CUST-0639,Customer 0639,934.57,3891.23,956.76,1.1292,3218.18,565.92,0.8192,1587.77,909.19,1.0148,915.67,501.59,1.1648
CUST-0640,Customer 0640,-702.2,4340.74,3167.94,0.8794,2137.51,472.24,1.0251,772.07,287.94,0.8058,443.09,137.09,1.1883
CUST-0641,Customer 0641,462.89,3723.21,2809.43,1.0866,1106.29,222.0,0.9566,47.38,1.47,0.9138,1086.16,758.2,1.0911
CUST-0642,Customer 0642,3737.2,4024.27,393.53,1.104,120.84,0.11,1.1188,1636.51,1497.37,1.1958,219.05,182.55,0.8306
CUST-0643,Customer 0643,-1678.29,339.92,159.16,1.0299,3263.33,1546.06,1.1136,412.19,134.85,0.823,1342.16,1055.1,0.962
CUST-0644,Customer 0644,317.01,1249.22,250.55,1.1452,705.84,27.5,0.9502,678.06,477.88,0.9278,151.37,147.9,1.0435
CUST-0645,Customer 0645,2322.06,3147.3,583.43,0.9164,207.22,56.56,1.0491,1256.46,872.28,0.9286,1295.24,824.88,1.0361
CUST-0646,Customer 0646,2946.65,4304.81,1996.69,1.1526,3023.51,3007.8,0.891,199.91,50.75,0.9518,746.71,239.86,0.8726
CUST-0647,Customer 0647,165.52,122.05,35.32,1.0918,1400.17,1285.91,1.0322,143.99,9.18,1.0739,642.97,320.15,1.0332
CUST-0648,Customer 0648,-317.87,2621.68,2087.02,1.1195,1557.34,334.95,0.8325,51.41,19.79,0.8991,750.99,613.05,0.9399
CUST-0649,Customer 0649,-1352.95,3418.71,3102.84,1.0658,988.27,306.37,0.9738,1833.28,581.39,0.9841,300.31,79.69,0.9356
CUST-0650,Customer 0650,-1153.48,245.08,196.73,1.1385,3436.71,1593.62,0.8731,622.77,436.1,1.0579,686.53,158.87,1.1336
CUST-0651,Customer 0651,1721.14,2066.64,549.79,1.1972,1189.32,1004.28,1.1534,1321.32,1083.2,0.9289,1274.58,923.86,0.9688
CUST-0652,Customer 0652,1852.23,4488.61,1230.48,0.9681,840.77,674.84,0.978,1978.47,440.1,1.1795,1201.43,533.95,1.011
CUST-0653,Customer 0653,1770.46,3390.9,863.76,1.1256,1237.0,156.16,1.0363,1338.9,707.25,1.1919,244.57,199.71,1.0251
CUST-0654,Customer 0654,561.47,1264.53,170.76,1.0978,812.6,101.13,0.9442,1050.19,42.65,0.8479,1010.13,145.14,1.0252
CUST-0655,Customer 0655,-454.23,4278.63,4038.16,0.9811,1270.62,529.51,0.9155,1041.84,223.22,0.9375,1285.26,431.46,0.8852
CUST-0656,Customer 0656,2003.1,1805.35,725.84,1.1708,331.74,288.65,0.8812,753.83,574.24,0.8832,1229.65,329.67,1.0398
CUST-0657,Customer 0657,3055.6,4281.39,961.98,0.9578,634.12,559.35,1.1647,1199.56,951.73,0.8747,638.45,445.55,0.9338
CUST-0658,Customer 0658,-1830.06,1564.82,1324.89,1.0262,1668.21,179.11,1.1198,1917.58,1488.82,0.9964,72.14,54.78,1.062
CUST-0659,Customer 0659,-497.26,2992.57,1194.62,0.8424,3517.87,2020.3,0.8533,1576.09,224.42,1.0255,1396.75,636.92,0.8583
CUST-0660,Customer 0660,1545.75,2045.01,71.81,0.8903,229.16,35.67,1.0987,848.45,467.53,0.9703,593.83,283.87,1.1976
CUST-0661,Customer 0661,1291.5,1446.64,234.27,1.1363,850.7,583.69,0.9674,664.89,281.05,0.909,541.46,71.49,1.1088
CUST-0662,Customer 0662,1606.81,4444.13,2840.91,0.9586,3633.38,3329.75,0.8062,1767.06,1752.02,0.9114,1139.27,799.57,0.9669
CUST-0663,Customer 0663,-1860.73,1019.21,797.94,0.9576,3560.06,1619.01,1.0113,271.57,177.63,1.1969,395.96,392.92,0.9205
CUST-0664,Customer 0664,-1620.87,515.58,108.75,0.8984,2717.8,225.8,0.852,1699.17,1589.07,1.1695,1252.12,974.05,0.9551
CUST-0665,Customer 0665,-477.18,1775.44,1628.78,0.9966,961.89,557.18,0.884,510.15,74.15,0.8304,114.08,25.45,1.0885
CUST-0666,Customer 0666,-856.7,3616.43,3077.57,1.1223,1679.24,686.0,1.0784,1431.26,645.32,1.0626,1111.07,692.33,1.0622
CUST-0667,Customer 0667,1052.95,4056.41,3441.38,1.1581,844.88,685.11,0.9029,1612.44,1244.17,0.9828,1448.68,427.3,1.0808
CUST-0668,Customer 0668,3826.44,4993.84,1136.9,0.828,514.35,175.06,1.1568,953.99,350.93,1.0755,1493.65,45.07,1.1556
CUST-0669,Customer 0669,2285.5,1552.17,78.44,1.0299,1519.99,1329.83,1.0629,384.57,243.24,1.0388,1385.71,249.18,0.9825
CUST-0670,Customer 0670,-1322.42,2098.92,1820.65,0.9869,2303.29,630.41,1.1329,1689.54,864.54,1.1557,1306.14,134.0,1.0678
CUST-0671,Customer 0671,-386.01,770.42,235.59,1.0457,1439.73,226.78,1.0461,735.02,729.09,0.8268,418.32,81.96,0.9766
CUST-0672,Customer 0672,-1041.52,2916.87,1805.3,0.9789,2443.3,748.82,1.1475,641.36,111.51,0.9398,1449.97,1153.6,1.0552
CUST-0673,Customer 0673,963.99,4988.14,3790.82,0.9595,1185.02,41.38,0.9447,1020.03,954.08,1.1942,1391.84,407.58,0.9899
CUST-0674,Customer 0674,1794.23,3534.32,453.43,0.9888,1383.4,389.08,1.0197,870.17,349.43,0.8729,801.56,606.81,1.1107
CUST-0675,Customer 0675,-992.7,3016.54,2355.43,1.0328,3162.69,2087.75,1.0064,1366.1,639.33,0.8509,603.12,572.28,0.8021
CUST-0676,Customer 0676,-3454.97,2022.61,1898.24,1.0004,3513.26,499.88,1.1615,274.4,145.05,1.0916,163.9,94.12,0.8863
CUST-0677,Customer 0677,9.95,4584.96,3339.57,0.9889,1288.14,143.45,0.866,871.38,231.24,1.111,885.95,430.05,0.9186
CUST-0678,Customer 0678,-208.75,2534.89,1118.45,1.1271,2286.06,302.64,1.0312,1783.4,1718.59,1.0689,1050.82,788.25,1.1782
CUST-0679,Customer 0679,-486.52,758.4,664.87,1.0983,1112.65,86.29,1.1018,72.13,65.75,1.1105,605.99,58.84,1.0028
CUST-0680,Customer 0680,1113.91,1890.35,997.08,0.9366,213.34,186.59,0.948,914.68,889.9,1.0775,609.04,260.8,0.9457
CUST-0681,Customer 0681,344.51,429.12,319.6,1.1202,2951.43,2786.49,1.147,1321.06,1316.99,0.8543,859.97,428.97,0.9617
CUST-0682,Customer 0682,-1000.48,1089.7,894.11,1.1415,684.01,31.85,0.9492,1775.42,1189.18,1.0433,41.68,34.64,0.9807
CUST-0683,Customer 0683,-741.12,186.58,139.81,0.8614,1702.85,1294.29,0.8693,1187.57,536.41,1.1108,1436.8,1169.87,1.1471
CUST-0684,Customer 0684,974.42,2321.07,668.13,1.0331,1948.18,1436.1,1.0336,1648.97,1402.83,1.1462,434.86,368.88,1.1849
CUST-0685,Customer 0685,2658.31,3209.25,378.19,0.9141,737.89,735.61,0.9682,445.38,10.6,0.8985,211.34,147.49,1.1377
CUST-0686,Customer 0686,1193.41,1782.13,424.75,1.0957,378.22,131.57,0.8061,705.62,588.77,0.851,8.23,4.37,1.1367
CUST-0687,Customer 0687,-721.03,2159.87,1086.14,0.8955,1392.05,397.44,0.8279,1884.26,937.02,1.1124,1285.34,1064.11,0.8796
CUST-0688,Customer 0688,334.57,4800.13,2425.39,1.0686,3809.14,1725.85,0.8781,1771.95,1192.91,0.9026,1294.81,1130.73,0.9075
CUST-0689,Customer 0689,543.2,3784.62,2205.09,0.902,2460.54,2107.64,1.1077,1115.91,417.4,0.8128,142.96,68.69,1.0384
CUST-0690,Customer 0690,517.01,2750.2,1086.61,1.0045,1525.64,1111.57,1.1568,950.98,350.55,1.1301,228.36,225.09,1.0625
CUST-0691,Customer 0691,-509.66,1494.25,1175.81,1.1795,155.64,73.4,1.0183,902.13,28.61,1.0024,671.85,587.75,0.8811
CUST-0692,Customer 0692,-1069.05,4495.28,4104.88,0.9525,2401.09,587.22,0.8422,117.58,49.83,0.9307,278.56,142.2,1.0985
CUST-0693,Customer 0693,1037.09,1251.98,308.89,1.1503,369.03,268.29,1.0138,1784.75,728.81,0.8046,1103.73,76.47,0.88
CUST-0694,Customer 0694,-798.8,1694.18,1247.8,1.1948,2170.18,1854.48,1.1422,1636.3,367.83,0.8141,87.06,19.54,0.9052
CUST-0695,Customer 0695,-895.51,4554.42,3087.77,1.1499,3007.8,1202.97,1.0998,912.5,225.68,1.117,824.56,640.19,0.9227
CUST-0696,Customer 0696,948.29,2694.76,1409.6,0.8663,1694.34,1132.81,0.9164,558.88,326.46,0.9959,574.19,63.82,1.1384
CUST-0697,Customer 0697,2812.07,3737.36,704.61,1.1279,1197.65,479.31,0.8496,685.84,217.94,0.8599,697.42,327.65,1.0928
CUST-0698,Customer 0698,599.2,2994.65,2381.44,0.8129,189.54,90.69,1.1603,246.32,204.51,0.9434,637.14,385.38,1.0123
CUST-0699,Customer 0699,-1008.8,3301.85,3171.84,0.9573,99.11,52.02,1.1416,1443.58,160.79,0.8661,229.74,201.79,1.1279
CUST-0700,Customer 0700,-156.98,1566.98,1131.1,1.1483,1720.11,1334.33,0.8215,1113.34,643.12,0.8452,330.42,279.9,1.1252
CUST-0701,Customer 0701,-312.64,1282.72,1177.36,1.0755,3533.38,3453.9,1.1295,468.21,74.93,0.9105,97.21,74.3,0.9559
CUST-0702,Customer 0702,-913.63,1680.21,1653.64,1.0131,976.25,433.81,0.8389,1246.01,658.19,1.0198,172.93,70.5,1.1126
CUST-0703,Customer 0703,-377.44,861.66,303.35,0.9551,2296.22,786.03,0.8253,1958.46,1082.14,0.884,1466.84,208.66,0.8825
CUST-0704,Customer 0704,-51.0,4384.14,2798.06,1.1249,2737.22,1022.6,1.1034,244.79,157.23,0.9375,419.68,281.04,1.0013
CUST-0705,Customer 0705,433.6,1487.91,705.17,1.0838,243.32,32.58,1.0145,916.97,391.94,0.9912,460.54,83.49,0.8473
CUST-0706,Customer 0706,-766.27,2851.3,2813.17,0.9874,612.4,181.85,0.9658,988.32,503.52,0.968,190.66,107.02,0.9707
CUST-0707,Customer 0707,2556.93,3980.67,373.42,1.157,1325.11,114.55,1.1615,333.59,60.36,0.8515,1132.75,1110.86,1.0081
CUST-0708,Customer 0708,377.11,3940.74,1625.06,0.892,2680.37,1146.91,1.1357,1063.16,492.26,0.8155,1386.21,762.84,0.832
CUST-0709,Customer 0709,-1165.6,2248.09,1968.29,0.8682,1756.14,293.9,0.823,1211.95,452.09,0.8142,1184.63,764.75,0.985
CUST-0710,Customer 0710,48.83,2433.66,691.28,1.0571,2936.78,1017.32,1.0464,314.69,209.62,0.9401,918.92,622.64,1.0607
CUST-0711,Customer 0711,486.57,4974.04,3918.51,1.1888,3470.39,2754.02,1.1089,309.45,134.56,1.0875,1219.85,1012.95,1.0456
CUST-0712,Customer 0712,-484.9,3405.53,1303.58,0.8989,3033.49,746.02,1.0202,1712.7,1334.78,0.8525,606.35,263.75,0.8217
CUST-0713,Customer 0713,-1619.83,4091.73,4009.81,0.8999,3968.99,2428.6,1.1932,622.77,265.3,1.1148,1289.25,641.41,0.8381
CUST-0714,Customer 0714,12.11,4522.51,3995.77,0.8558,3017.44,2719.26,1.0744,1260.67,297.23,1.0863,1197.78,210.78,0.9405
CUST-0715,Customer 0715,1193.87,3959.19,1192.98,1.1442,3408.72,1932.5,0.8417,1253.55,343.08,0.8016,2.59,1.59,1.1371
CUST-0716,Customer 0716,-2861.59,1007.38,775.88,0.8906,3329.47,645.23,0.8793,1678.34,76.0,0.8107,731.69,216.4,1.1479
CUST-0717,Customer 0717,-685.48,2854.64,961.6,1.0013,2921.06,1007.08,1.1305,1479.79,798.97,0.878,396.92,201.49,0.9238
CUST-0718,Customer 0718,-1493.58,599.28,363.38,1.1963,3207.21,1893.44,1.1987,1681.15,1396.84,0.8224,129.35,99.15,1.0876
CUST-0719,Customer 0719,352.06,3299.32,2172.54,0.8049,3738.73,1894.08,0.8393,1250.43,961.72,1.0125,1269.29,22.3,1.031
CUST-0720,Customer 0720,-932.54,4781.21,3966.47,1.0226,1900.83,282.5,0.8401,898.91,393.53,0.8159,11.92,6.72,1.1934
CUST-0721,Customer 0721,1048.87,2612.39,63.88,1.0049,2553.15,1140.74,1.1054,787.13,154.37,1.1211,1095.25,189.97,0.8379
CUST-0722,Customer 0722,1668.17,2221.57,489.1,1.123,2059.76,1118.59,0.8257,758.06,654.57,0.9972,1482.29,414.13,1.0192
CUST-0723,Customer 0723,-1265.07,275.63,196.23,0.9421,3404.15,910.04,0.8274,836.79,47.51,1.0912,723.03,25.1,1.037
CUST-0724,Customer 0724,1504.38,4802.9,2706.55,0.9641,1725.44,1056.74,1.1555,258.62,103.25,1.1003,556.86,94.37,0.9231
CUST-0725,Customer 0725,-3199.52,604.71,299.7,0.8672,3278.91,230.05,1.1202,847.92,726.34,1.0027,908.75,896.6,0.8188
CUST-0726,Customer 0726,-2684.35,301.29,16.63,1.0963,3197.42,1076.27,1.1526,778.89,306.24,1.1701,1207.05,1205.27,0.8208
CUST-0727,Customer 0727,175.66,1305.73,454.75,1.1139,3847.54,3094.49,1.0602,69.14,8.15,1.1961,360.38,259.42,0.9814
CUST-0728,Customer 0728,-860.58,421.1,364.29,0.8547,995.68,258.16,0.929,550.26,146.34,0.9437,376.05,230.09,1.077
CUST-0729,Customer 0729,567.02,2330.08,71.98,0.9574,2838.48,1717.78,1.1625,1503.81,902.33,0.8503,910.77,707.67,1.0801
CUST-0730,Customer 0730,-605.66,2628.83,1042.16,1.1572,3027.68,1241.44,0.9195,1155.89,175.74,0.9453,1409.82,1263.98,0.8724
CUST-0731,Customer 0731,-2507.12,1631.59,1542.09,0.8011,3745.11,1185.18,0.9102,1612.33,1055.97,0.8893,447.66,232.47,1.1432
CUST-0732,Customer 0732,-38.79,349.71,17.79,0.9195,3627.61,3323.37,1.1546,1085.38,475.57,1.0124,565.13,19.94,0.9509
CUST-0733,Customer 0733,-2018.4,646.84,484.94,1.022,2294.1,787.48,1.0723,1708.17,571.19,0.9514,1490.0,1057.0,1.1857
CUST-0734,Customer 0734,-1868.77,1984.07,511.12,0.9336,2316.61,548.29,1.1583,1592.13,383.58,0.9922,264.33,260.26,0.8473
CUST-0735,Customer 0735,54.54,396.59,343.69,0.9088,669.16,608.47,0.8624,196.57,161.84,1.1053,115.45,29.79,1.1346
CUST-0736,Customer 0736,-810.39,3521.13,2627.0,0.984,3899.85,2909.07,1.1809,1954.01,775.1,0.9096,884.63,410.0,1.1633
CUST-0737,Customer 0737,-209.66,1114.4,987.03,0.8726,1020.07,695.48,1.0451,29.49,21.78,1.015,36.4,13.15,1.1291
CUST-0738,Customer 0738,-2125.47,1580.15,341.19,1.0119,2898.94,143.6,1.0672,1193.68,525.64,0.9341,270.65,105.68,1.1235
CUST-0739,Customer 0739,-3550.63,2031.22,1079.17,1.0827,3183.18,417.65,1.1656,1585.02,145.61,1.114,933.31,673.29,0.9445
CUST-0740,Customer 0740,154.33,2141.39,1668.72,1.0301,1764.86,1126.58,0.9523,663.79,292.4,1.0558,989.27,374.34,1.0853
CUST-0741,Customer 0741,-1085.16,108.14,26.57,0.8372,844.77,176.92,1.0878,1197.14,607.77,0.8034,765.64,720.53,1.0317
CUST-0742,Customer 0742,-350.33,649.14,149.79,1.1378,755.84,170.55,1.0561,724.25,331.59,1.064,575.62,454.54,0.9698
CUST-0743,Customer 0743,3805.65,4327.55,117.63,0.87,3425.98,2669.31,1.1151,121.23,98.95,0.8681,864.3,23.9,1.1972
CUST-0744,Customer 0744,-1526.89,106.04,101.64,1.1059,2043.03,584.15,1.1588,16.92,15.41,1.0898,965.08,789.97,0.9162
CUST-0745,Customer 0745,573.03,2590.02,1838.96,0.9442,360.55,25.81,1.072,189.72,149.27,1.0269,1205.22,931.46,0.9653
